,asin,page,stars,author,date,title,comment,verified,helpful,pics,video,comment_id,author_status
326,B01LTHZP16,4,5,AFSTGLR5ARP2VUL6JHXMH4ESN3XA,13 October 2017,Typical Playmobil - fantastic,"My boy of 7 loves it, especially the search light",Verified Purchase,0,0,0,RU3OQEW46T6,none
327,B01LTHZP16,4,5,AH5HMK73ZLENXHPIXBOAAKCXN7HA,14 January 2018,Helicopter,Always well made kids love it. Also fast delivery,Verified Purchase,0,0,0,R2H3R77CQTNFPL,none
328,B01LTHZP16,4,5,AHE2BIBGRU52KVNA3J7B7GA44YXA,14 January 2018,Five Stars,Great gift,Verified Purchase,0,0,0,R2VPKJKCGHI2W,none
329,B01LTHZP16,4,5,AFOEIODHAXKQXLMI3ZS4HRM4IX6A,18 January 2018,Excellent,Excellent my little boy loves it and it's added to his police collection,Verified Purchase,0,0,0,RKOLB22574TF1,none
330,B00O4E4040,1,5,AGG2UOE46F6N44UBGVTATSXWJAXQ,4 March 2017,Great!,A lovely toy with lots of detail. I'm worried we're going to loose some of the small bits up the vacuum cleaner though!,Verified Purchase,3,0,0,R1H9TCUGVIS5X7,none
331,B00O4E4040,1,5,AHFC4MYI6XAM47ONUOTSX46AGPAA,7 December 2016,Great Camoer Van,This was a Birthday present for my Grandaughter,Verified Purchase,1,0,0,RLJRT056E9HLO,none
332,B00O4E4040,1,5,AF3676LS24ZEFWZWGGTPDS5QPGEQ,14 September 2017,One of their favourite toys,Always keeps the boys happy,Verified Purchase,1,0,0,R3JYA8OCIGYK30,none
333,B00O4E4040,1,5,AFRVIUXTUNE4JTYMMUG3M24UBSHQ,18 July 2017,Five Stars,Really fun and detailed toy.,Verified Purchase,1,0,0,R1A5706P78LWCV,none
334,B00O4E4040,1,5,AF4WMZYAXE2Z56XN6LACYD4FFCGQ,13 April 2018,Easy to put together,Lovely toy. Easy to put together. Grand children love it.,Verified Purchase,0,0,0,R3IRAE6X8VWEDU,none
335,B00O4E4040,1,5,AHRQJWVUKC2BFYKIGQZDS3P6KDFQ,19 July 2017,Great buy,My daughter loves this,Verified Purchase,1,0,0,R1FM8L9KFJL8PV,none
336,B00O4E4040,1,5,AEOQP55YM72C3566XCWLEJ7WIFSA,25 February 2018,Five Stars,"Great buy, my 3 yr old granddaughter loves it",Verified Purchase,0,0,0,RWEEJS1UPG94M,none
337,B00O4E4040,1,3,AF364Z2BU35BY7PUBK6JYKGXGW3A,16 April 2018,Three Stars,For someone else.,Verified Purchase,0,0,0,R1OF4EA8SYFHSP,none
338,B00O4E4040,1,5,AG7IIXRONQYRGBVM34OGPD2MYRQQ,19 August 2016,Good value for money,"This is just a lovely toy for children. Just a joy to watch them playing with it. First class service, very good value for money",Verified Purchase,0,0,0,R23D3SEIN5S0FR,none
339,B00O4E4040,1,5,AFF2VNMOJCU2KTRWBYINOXESO5TQ,21 November 2016,Playmobil camper,All playmobil stuff is great but my sons loves campers I'm sure it will be fantastic and at the price it was a great deal,Verified Purchase,0,0,0,R1A7W3LD0S47M9,none
340,B01608LKP4,2,5,AGA5V5HLLNHFQWR4UTHXPOP7KIZQ,13 April 2018,Five Stars,Great toy for my 7 year old. Quite tiring on the fingers during construction.,Verified Purchase,0,0,0,R34PXB3RM0BXM4,none
341,B01608LKP4,2,5,AEISPMW2YRA75XELVJD6LPUFX56Q,12 March 2017,Well constructed and reliable playmobil,"Fabulous, little daughter absolutely loves it...",Verified Purchase,1,0,0,RAWH1U97130D0,none
342,B01608LKP4,2,3,AE2BT52FDIWRH7ANTHQQVNI6F7KA,5 February 2018,Three Stars,No order to the items bagged together which made it absolute chaos to put together!,Verified Purchase,0,0,0,R12YJLO8UBADGM,none
343,B01608LKP4,2,5,AFE2EAYHGFHWZL4INYDYLMOITP4Q,9 January 2018,Five Stars,Grandson was over the moon with this very reasonable price too,Verified Purchase,0,0,0,R2RSQ5PPYGYIMO,none
344,B01608LKP4,2,5,AGIHHD3LEA5AAMQ3AC6V23YRQDSA,8 January 2018,Pleased I bought this toy,Excellent toy. Well made. Provides good base for imaginary play.,Verified Purchase,0,0,0,R2ON0MZT0LOC1Z,none
345,B01608LKP4,2,5,AGJPIELCVC7YS2LWYZPKV4VGY5NA,15 April 2018,Five Stars,"Excellent, my daughter loves it.",Verified Purchase,0,0,0,R65JHGRKKC1BK,none
346,B01608LKP4,2,5,AGSJQI3HWLITX4MNLU37G52NDHAQ,1 April 2018,Loved by my grandson,My grandson loved this,Verified Purchase,0,0,0,R3ST4JSJ5CHGII,none
347,B01608LKP4,2,5,AFGNK6WRR2QFN6RI4ZO6II6RK5DQ,19 April 2018,Five Stars,Christmas gift,Verified Purchase,0,0,0,R2JO850JVCB23U,none
348,B01608LKP4,2,4,AGDBZ5WW42SHZN4THTV3X6DGME5Q,7 February 2018,Four Stars,good value,Verified Purchase,0,0,0,R1SFKCJ2O3H26W,none
349,B01608LKP4,2,4,AFPSSB63YS53CH7GDU454UQP6YAQ,5 January 2018,Four Stars,Brilliant toy. Great detail. Strong construction.,Verified Purchase,0,0,0,R1JGOIDL786VD7,none
350,B00VLUZ31O,5,5,AHREDN2DBLCFAEAPKVDMIL6U5G3Q,6 February 2018,Fabulous toy,Takes about 20minutes to build and another 20 to set up interior. Sturdy and great fun.,Verified Purchase,0,0,0,RHI01TLEUWUBM,none
351,B00VLUZ31O,5,4,AELWI23QV3UPQFOTVOK5UGSUUM4Q,27 December 2016,my 5yr old Daughter loves it & I'm sure it will provide hours of fun!,Be prepared to spend around 3 hours putting this together. There are very small parts in the set so be aware if you have younger siblings around!,Verified Purchase,0,0,0,ROPIYKXYZS7F2,none
352,B00VLUZ31O,5,5,AEOG3N4ZBHM6IP22HQ76OHDYZ5GQ,30 December 2016,My kid loves it. Building it. Is sh*t.,This product is fabulous. Leave a spare three hours to build it though. Those reviews are not lies. My little girl loved it. Even if we were up til 1.40am on Christmas Eve wanting to die trying to build it. Have fun.,Verified Purchase,0,0,0,R3M8N9IYI7E29E,none
353,B00VLUZ31O,5,5,AFL5WMQNDBK43IHT5YCLO7LDBWAQ,25 June 2017,Five Stars,Great quality toy that my daughter loves playing with.,Verified Purchase,0,0,0,R3TWH6DZSRGA7E,none
354,B00VLUZ31O,5,5,AFP6DJU3BVYE4XRGHLHSNCHSPDSQ,7 January 2017,Five Stars,Difficult to assemble but once together the Children love this!,Verified Purchase,0,0,0,RXYYKPB7O28S,none
355,B00VLUZ31O,5,5,AGLSQLLEXNVAYCND23KS3MDZN7MA,13 February 2018,Five Stars,Hours of fun,Verified Purchase,0,0,0,R3SAG705X20W4G,none
356,B00VLUZ31O,5,5,AHR4TBTU64U5ZCX3RR4CODYB6TYQ,6 December 2016,Great for kids,Bought this for my niece & nephew.,Verified Purchase,0,0,0,R97VJPK89XJZJ,none
357,B00VLUZ31O,5,2,AGHNUC7W5JXJOYWPUK4JJTUVQZAA,15 April 2018,Very time consuming,Bought this for my grandsons 4th birthday thank god i decided to build it up a few days before as it was an absoulute nightmare it took me 4 hours,Verified Purchase,0,0,0,R3PVU8XHQAHOZU,none
358,B00VLUZ31O,5,5,AHLCHRHIE2XAMGGT2VB745IJV3SQ,8 March 2018,Five Stars,Grandson loves it,Verified Purchase,0,0,0,RIH6JXYCEI9M4,none
359,B00VLUZ31O,5,4,AH3QI7ZWQHVRSR4YTIQ5DGJETLRA,18 December 2017,Brilliant set!,My daughter loves this set and was cheaper on here than anywhere else.,Verified Purchase,0,0,0,R29N98YDEAYRRV,none
360,B01608LQE4,4,5,AG6NV6JXWYAILDTHMVJVL4ZQPZXA,26 February 2018,Five Stars,Brilliant,Verified Purchase,0,0,0,R1F3AYA06XCRX5,none
361,B01608LQE4,4,5,AEMB3V4JFDRCA7OEXLBRDHNBXCMQ,24 July 2017,Five Stars,All so good,Verified Purchase,0,0,0,R3A4P29IG69NO7,none
362,B01608LQE4,4,5,AFTESD6N2FTLIXTGLQRV535B2R2A,2 June 2017,great value,"bought for my 6yr old son. he loves it, it goes perfectly with the police van he got at christmas, now the police have a criminal to chase and capture. huge fan of playmobil and this did not dissapoint.",Verified Purchase,1,0,0,R1AS5UXT1JDA3T,none
363,B01608LQE4,4,5,AFV345M6YXREWRPS2EIYRFIFHTKA,24 April 2017,Brilliant value,"This is a great Playmobil toy and very good value for money. Surprisingly, what it doesn't say anywhere is that it has a friction engine, so you pull the quad bike back and it races off. The picture on the front of the wheel and two directions is not very clear and I didn't understand it to mean it had a pull-back engine. That really makes it fun to play with. Some nice little parts which will surely get lost, including a window sucker cup and cutting tool! The rear cage would be better if it had high sides as all the stolen goods fall out constantly, but otherwise, a very nice addition to a police-related Playmobil set.",0,1,0,0,R1ZIBEPSUHAFWC,none
364,B01608LQE4,4,5,AGINNF2UN25L7MAQ2QOH7RW5ROJQ,21 March 2018,Five Stars,Son was pleased,0,0,0,0,R18ILWNNBVS9RM,none
365,B01608LQE4,4,1,AGLEVQSMHGXB7K5ZZ3Z2PKPLZIXA,28 December 2016,Not happy about this one bit,I bought this product for my son for Christmas we opened it the same day to build it but it's missing the back rack of the quad bike but it has two sets of front bumpers and two handle bars ? What a mess! Not happy about this one bit!,0,0,0,0,R10NVBTZ1N1OHW,none
366,B00IF1VVFO,14,5,AEPEGIBWNFL2PP3C3Q263DWRMC3A,30 October 2015,Five Stars,Very good,Verified Purchase,0,0,0,R3JC26IV6NJEDB,none
367,B00IF1VVFO,14,5,AFSG5U3E73AEH5JUUQNRP4L7PQSA,30 November 2015,Five Stars,Great product,Verified Purchase,0,0,0,RXVEA39V57HGW,none
368,B00IF1VVFO,14,5,AE3WR2NQOQODK6IEJZDNCCD3HFHA,27 July 2016,Another superb set from Playmobil,"Yet another excellent play set from playmobil. The detail and quality of playmobil, and this particular set is no exception, is second to none. My daughter enjoyed putting it together (with a little help from us) and then spent hours imaginatively playing with it. When she has a good few hours to play (over a weekend or during school holidays), she often constructs a few of Playmobil sets, alongside some lego friends sets, and creates a very large interconnected playing scene, e.g. a caravan site with a playmobil caravan and a lego friends caravan, playmobil playground and playmobil princess lake scene - this facilitates some really interesting imaginative play and story making.",Verified Purchase,0,0,0,RLQCW8O4ULKGL,none
369,B00IF1VVFO,14,5,AG7IIC532YH3XAPIP75S4A4HIBTQ,8 March 2015,... construct the scene but then the child had a great time playing with the characters and imagining stories,As with the other Playmobil items that we bought for grandchildren help was needed to construct the scene but then the child had a great time playing with the characters and imagining stories.,Verified Purchase,1,0,0,R14NPAHOD6SPX0,none
370,B00IF1VVFO,14,4,AGT2OTNOPW5SV34GTUPMW5BQLZVQ,24 June 2017,Fun set for children of various ages to play with alone or with a friend.,Bought this for my 2 year old great nephew who likes playing with his big sister's Playmobil. I chose this set because although it is for age 4+ I thought that he would be able to play with the swing and slide at his own level. It also goes well with the Summer Fun sets his sister has. It does contain some very small pieces e.g. Flowers and bird which I suggested to his mother that she might want to put these away until he is a little older. The set does require assembly and once assembled it won't fit into the cardboard box it came in. It is a shame it doesn't come with a plastic case like some of the Playmobil sets do.,Verified Purchase,1,0,0,RXX129EO0D6XJ,none
371,B00IF1VVFO,14,4,AGQHFT4IS22CD4S5MWJIXPSYHLUA,14 November 2015,Great set.,"A lovely addition to the Playmobil collection. Holds together well, except for the bouncy ride. Bright, colourful & a great selection of playground equipment.",Verified Purchase,0,0,0,R303ZO3ES7QB77,none
372,B00IF1VVFO,14,5,AFFXRLBEJNLB3FPBA3PLTDIJV2CQ,30 September 2015,Five Stars,This will be a Christmas present for my youngest granddaughter who loves Playmobil,Verified Purchase,0,0,0,R35LXX6EYAHRAP,none
373,B00IF1VVFO,14,2,AEQD3CAZS5JLX7EAGTS6NIP3X5DA,12 November 2015,Two Stars,"Too many little bits foe my son, not worth the price, very basic",Verified Purchase,0,0,0,R6QRTKCYT8YM6,none
374,B00IF1VVFO,14,5,AGNQL6UQ5IAKAHO7XIQH5VCP2MGQ,21 June 2015,Five Stars,Extremely delighted with this wonderful set! was Well liked by all the children.,Verified Purchase,1,0,0,RPV2GHCWKNV97,none
375,B00IF1VVFO,14,3,AHAT4CFUKZ2LSSKQONOASKWEZRFA,11 January 2016,Three Stars,Looked good but pets are quite fiderly but overall good thanks,Verified Purchase,0,0,0,R176W1RK14NY89,none
376,B00O4E4040,6,5,AEM4XL33JU4KLNYAOA3MZNSCW77Q,26 May 2016,Fantastic Summer Fun from the Camper Set,I have to admit that I was sorely tempted to write a review at the point of opening the box. The 'Summer Fun' label doesn't seem to do justice to this set.,0,0,0,0,R9WG6O8DN238K,VINE VOICE
377,B00O4E4040,6,5,AHDCIFF3QIG3QP4A755TFVL6M6UQ,5 June 2016,"Classic toy fun, iPads are for squares","This is classic play stuff that hasn't changed in decades because it's just so spot on! The camper is large and sturdy and cram packed full of stuff in the way a proper camper is, the roof comes off to open up the space and then you can take the layers of bedding off to get to the living spaces, bathroom, kitchen which all have places to store the things you need on holidays and you need these spaces to keep all your little bits and bobs that come with the set.",0,0,0,0,R4A6EI57QC6QX,VINE VOICE
378,B00O4E4040,6,5,AEVVCSU23ESORUYR7XG4ZTB24HRA,8 May 2016,great fun for kids,"this is another great Playmobil set that is a family on holiday in there camper van. there is so much detail to this playset from the van itself which is fitted out with lots of extras such as kitchen area, sleeping area which you get to be removing the roof. then you have lots of small accessories such as crockery and cutlery, some food items, scooter, surf board and even a fire extinguisher!  93 pieces in total inc figures. my 6 year old niece really loves playing with this and her imagination runs wild! not suitable for younger children though due to the small parts.",0,1,0,0,R1YA0YNB8SFX46,VINE VOICE
379,B00O4E4040,6,5,AHGPL4Y3XHV3TW7ABPFPIK5P3TFA,28 April 2016,Fab,My children have an ever expanding collection of playmobil and it's brilliant for using their imagination. It can absorb them for literally hours.,0,1,0,0,R3FKKLYBJXGL4,VINE VOICE
380,B00O4E4040,6,5,AG3KNABSJM3Y3ECQSRFXKO6GD4KA,29 April 2016,Love it!,"Absolutely love this, My 4 year old sits and plays with the PlayMobil stuff for hours. All of them require some adult assembly which isn't too difficult. This one does have small bits and pieces and is definitely unsuitable for dinky people. The figures are well made, colourful and appealing. The realism of this is very cute and appeals to the imagination of my little girl. I think the only thing that could add to these toys would be a pouch to put all the bits in! Awesome!",0,1,0,0,R2CC6LS0IVXO4W,none
381,B00O4E4040,6,5,AGCHT3FVYOXSXVHFXMEJK3VOVPJA,3 May 2016,Happy Camping!,"I fantastic toy allowing kids to use their imaginations at play. Playmobil toys are well made and pretty robust and the Summer Fun Camper Van is no exception. This is easy to put together and all the accessories will help ensure hours of imaginative play ensue. Some of the parts are quite small - hence the age guidelines of 4+. The toy will be playable by kids in primary school. Wrell made, great fun this is a great toy and already has become a firm favourite.",0,1,0,0,R11SBZ2RXQEDOS,none
382,B00O4E4040,6,5,AH7OLC2DZAHNCVLQ2TSUWW5CEX7A,26 April 2016,"Great set, lots of pieces (some very small)","A great Playmobil set this with so many little pieces. In fact it's worth mentioning that some of those pieces are very small, cutlery and flip flops etc and so not suitable for younger kids. Box says 4-10 which is probably about right. If you're are anything like mine though get ready to go searching for a missing fork or two. They couldn't wait to get it out of the box and it has kept them occupied ever since.",0,1,0,0,R18OLJV87G4E1J,none
383,B00O4E4040,6,4,AEWAGMVIBUQMHUDJY3J7QIVMEUUQ,12 May 2016,"Good, detailed toy","This Playmobil set has lots of detailed features, including many items of furniture and other accessories that all fit into places within the main camper van. As with all of this range, it's well made and durable, and should provide scope for much imaginative play. Setup is fairly minimal, mostly just applying a few stickers and fixing some wheels, so for children who enjoy the construction part most, it's perhaps not the most engaging, but for those who enjoy playing with the finished product, it's great.",0,0,0,0,R10BWTCQZCYFIL,VINE VOICE
384,B00O4E4040,6,5,AGPYEU46RSWXXNEITDXHCA446EAQ,28 April 2016,My son loved it.,"I thought that this would be too young for my ten-year-old, but he assured me that he wanted it and after opening the box, I was rewarded with silence for three hours, while he played in his room. It's a great product, with lots of quirky little features that will appeal to children. Like most Playmobil products, it's overpriced, but at the time of writing, Amazon were selling it for around 50% off, which makes it good value for money.",0,0,0,0,R3M58RKI8TP03Y,VINE VOICE
385,B00O4E4040,6,5,AGRKLFEVAVVZTHJU7FC2HAGOZNFQ,25 May 2016,what is remarkable here is the playset is such great value and the price is super value ( esp ...,what is remarkable here is the playset is such great value and the price is super value ( esp when compared with some other summer fun pieces) the vehicle adds to the other pieces well and gives a variety of play figures for the slide park setting too. Boys nad girls love these and they are perfect entertainment treats for the forthcoming holidays as they pack away so neatly. we love them all!,0,0,0,0,R3BALTBDOAY34J,VINE VOICE
386,B01EKFF2KS,4,5,AGNDZOB3ZQQXDP5HY2VN7NIZPQNA,29 January 2018,Easy to assemble and very good quality as usual with,My 7 year old son loves it. Easy to assemble and very good quality as usual with Playmobil,Verified Purchase,0,0,0,R1ICV7ABVTL69P,none
387,B01EKFF2KS,4,5,AFUOPM6OBNJ5E43TOC7IOMZMLH4Q,3 February 2018,Five Stars,Fast delivery and brilliant product. thanks!,Verified Purchase,0,0,0,R2925KULBJILZS,none
388,B01EKFF2KS,4,5,AGJYOMUME263KGJ2NIF7J4TZW4QA,7 November 2017,Five Stars,Really great toy - a very happy 5 year old!,Verified Purchase,0,0,0,R2BCQSZ3Q0VWRQ,none
389,B01EKFF2KS,4,5,AFDDNWA2DFKYEXDHFC57CQSVL7YQ,24 July 2017,Great! X,Great toy,Verified Purchase,0,0,0,R3CM4VMYRHGZA1,none
390,B01EKFF2KS,4,5,AH35VIBLLRKTUCQPYSDMJNX72HAQ,29 March 2018,Five Stars,Thanks a lot for fast delivering this very useful and nice thing! My grandson is absoulutely happy!,Verified Purchase,0,2,0,R2XXKTDB5RNEJJ,none
391,B01EKFF2KS,4,1,AEBZ2H253Q2VCPLYFE6IRD2VCNTQ,9 January 2018,D,The product was damaged (pyramid sides bent) and would not fit together properly requiring sellotape.,Verified Purchase,0,0,0,R1ANW6G27BXSHR,none
392,B01EKFF2KS,4,1,AENS2K4CC2RMHSJDWDVNQTEXOE5A,3 April 2018,One Star,Terrible bits have broken and trap door doesnt work after 1 play,Verified Purchase,0,0,0,R3Q98B840LM4G5,none
393,B01EKFF2KS,4,5,AHI364FQENZWG5GIAM3CNPD3P4FA,21 January 2018,Playmobil 5386.  Pharohs Pyramide,Bought it for Grandson age 7yrs he absolutely loves it,Verified Purchase,0,0,0,R23VQX3SYIJE8S,none
394,B01EKFF2KS,4,5,AEHQCFR3JG4PDXNFISIZ6QEHF6JQ,15 November 2017,Five Stars,My grandchildrens favorit playmobile toy. It teaches them history of Egypt!,Verified Purchase,0,0,0,R1RBFTTI8GQ42C,none
395,B01EKFF2KS,4,5,AERW5JF27ETNN2WB3XY6OMHPX74A,2 January 2018,Five Stars,Brilliant toy.,Verified Purchase,0,0,0,REQRHHBVYFJJH,none
396,B00O4E4040,2,5,AGJDWRKBDCMSXQVV4HSGPIFQRAGA,15 October 2017,Five Stars,Great value for money arrived on time,Verified Purchase,0,0,0,R22GG0VRGWENH0,none
397,B00O4E4040,2,5,AEVXGBN3OKZ7OP4WPOMXDMI3I6EA,21 November 2016,My kids absolutely love this and play with it all the time it's ...,My kids absolutely love this and play with it all the time it's a huge favorite in our house,Verified Purchase,0,0,0,R1Y53FWB2FOHAN,none
398,B00O4E4040,2,5,AGYHACJL4KIYE7EUFSSPPD6DNGEQ,26 April 2017,Great toy.,Lovely. Easy to put together and the child was delighted.,Verified Purchase,0,0,0,RXXXL93EAKBGQ,none
399,B00O4E4040,2,5,AHQBB475EWPE6R3PKUEYEZG3E5RA,2 March 2018,Five Stars,Grand daughter loved it,Verified Purchase,0,0,0,R1T0FH21VL8I8Y,none
400,B00O4E4040,2,5,AG2IWEHQ4ZAD5RGUWKB5ODZJVN6Q,20 January 2018,Five Stars,Brought for a christmas present grandson couldnt wait to play with it,Verified Purchase,0,0,0,R2IEVILELQVGK7,none
401,B00O4E4040,2,5,AH6PHV5T33YYVDFUJXMHHOBVJEMQ,14 August 2017,5*service !,"Excellent fast service, product just as described!",Verified Purchase,1,0,0,R2II7O5AS5NICF,none
402,B00O4E4040,2,5,AGGJZDBGGS7TRTDIILVMVG3JO7PQ,13 February 2018,Bought the camper van as a present for my 4yr ...,"Bought the camper van as a present for my 4yr old niece, and she loves it. She plays with all the time and loves all the extra bits that come with it. Definitely getting her more playmobil for her birthday.",Verified Purchase,0,0,0,R213PXQP4I74FR,none
403,B00O4E4040,2,5,AG6BC3HLVRWQAW4IFB6YHS36BQ3A,23 January 2018,Five Stars,Much fun had by new owner over Christmas and New Year,Verified Purchase,0,0,0,R2XFI8R21XI28O,none
404,B00O4E4040,2,4,AERT47YYCAKKHKTKG4XCZM2JX5FA,17 January 2017,Four Stars,generally good but some pieces too small,Verified Purchase,0,0,0,R1ZN4B4PNE024H,none
405,B00O4E4040,2,5,AFT3R6SYCQOGZFRJGP7Z2MAB2GTQ,23 October 2015,Five Stars,my grand daughter is over the moon with this gift,Verified Purchase,1,0,0,R2546NTKO416ZM,none
406,B01608LQE4,2,5,AFK4BUE5YPXHJJD6KDJIQK6P536Q,22 December 2017,Five Stars,Love these little characters you can buy separately my son loves them,Verified Purchase,0,0,0,R31C7V00KJOVEF,none
407,B01608LQE4,2,4,AHHY2FLVUBXGTKG7MUYVEON5BLLQ,9 January 2018,Good,"Not bad, nice little play set for the price:)",Verified Purchase,0,0,0,RK6986H5RFH0T,none
408,B01608LQE4,2,5,AGPDGDVGGM34QZDN3TDS6COKRRDQ,27 September 2017,Excellent,For my nephew for xmas I'm sure he'll love it,Verified Purchase,0,0,0,R3QP3KVXWRO2I8,none
409,B01608LQE4,2,5,AE45CFFIFH7KTTBUQQ3AXI4IH7OQ,11 November 2017,pm does it again !,"He loves it, some items are puzzling but its a hit",Verified Purchase,0,0,0,R32RABMA6EMTXE,none
410,B01608LQE4,2,4,AEKHKXTJRFXAB5RIDUUYXOUWZ4JQ,8 October 2017,Four Stars,great product and lots for the money.,Verified Purchase,0,0,0,RB426MK46JCTH,none
411,B01608LQE4,2,5,AHXFDLGEQKDQBSWVPXOHMMP7UYVA,8 February 2018,Five Stars,Christmas present for grandson,Verified Purchase,0,0,0,R1TTCH6MCLTM3R,none
412,B01608LQE4,2,4,AHLO4E7UITEEYAREX2AZPRKIQ53Q,21 April 2018,great,Great 6 year old loves it lots of extras,Verified Purchase,0,0,0,R242PUZNN65KFJ,none
413,B01608LQE4,2,5,AEX6OZ3FM7NSVAIYLNHAL3VT4DMA,3 November 2017,Grandson loves it.,Gift for my grandson he loves it.,Verified Purchase,0,0,0,R2ZCTVZKW86NEM,none
414,B01608LQE4,2,5,AGNZMFNGMZMKLLVK3SLTTNNEUATA,5 January 2018,Five Stars,Great,Verified Purchase,0,0,0,RVJLAURTX7ZWQ,none
415,B01608LQE4,2,5,AGWDH36P5YJJGZ42DYOBLHX7I7RA,12 August 2017,Can't go wrong with Playmobil,Kids loved it!,Verified Purchase,0,0,0,RHIYY3W81WXS0,none
416,B01608LQE4,3,4,AEFWKDQG35DO6JSE25JEAJ6FVLEA,19 April 2018,Four Stars,👍,Verified Purchase,0,0,0,RUCXESVRP3TCQ,none
417,B01608LQE4,3,5,AFER2KU2GV5JUOOPQPDFIZ4QQBAQ,3 January 2018,Five Stars,Great product,Verified Purchase,0,0,0,R26CTHSQG524ZF,none
418,B01608LQE4,3,5,AF6YCEC5PDOCLMYDJROHC3E23ACQ,2 December 2017,Five Stars,Great! !!!,Verified Purchase,0,0,0,R2BXJ9NVWPSOMB,none
419,B01608LQE4,3,5,AFSFSAE7QIAL6RY6JUKL2KETW4YA,13 January 2018,... grandson love's this toy playmobil is one of the best toys on the market,My grandson love's this toy playmobil is one of the best toys on the market,Verified Purchase,0,0,0,R2I9PAI8DY55CJ,none
420,B01608LQE4,3,3,AEG4WPST5DCB2XYO6L6D653TMBRA,16 January 2018,Playmobile 6879 city action robbers quad,Great grandson loves as goes with the police headquarters. Disappointed in delivery outside box bashed and the box inside was open,Verified Purchase,0,0,0,RJM2BB3COW5SL,none
421,B01608LQE4,3,5,AFH4V3PDRUE4FXC3WSNEJCABD75A,6 November 2016,Five Stars,Five year old grandson loves these,Verified Purchase,1,0,0,R25DF3909GEU5P,none
422,B01608LQE4,3,3,AEPFURX4G3PWJOHLWTROMQVK77VQ,25 March 2018,Does not clock work motor does not work very well :),Lovely toy but pull back motor does not work very well,Verified Purchase,0,0,0,R1PAL6GJ3TYLWG,none
423,B01608LQE4,3,3,AGVS2D3CQVDOAJBI5J4VM6NIM3BQ,11 May 2017,Three Stars,"This item was smaller than I thought it would be, apart from that it was okay.",Verified Purchase,0,0,0,RS6XYUYFK8M5B,none
424,B01608LQE4,3,5,AE7PZPVGP3GEY5KN6NBTEDYQKUIA,22 December 2017,Perfect addition,Excellent product. Arrived next day thanks to prime.,Verified Purchase,0,0,0,R15ZGU5LSGSVUP,none
425,B01608LQE4,3,5,AGYR47X5NPQWG7FDG3SETJTJA5OQ,15 August 2017,Five Stars,As described,Verified Purchase,0,0,0,R2PNU52M96M2T5,none
426,B01AJPC9X6,3,4,AHAKNP4O4GWDFNKU534FSOYWIZ6A,25 December 2017,make sure you have time to assemble this,"Really tricky to assemble. Took nearly 2 hours but having said that, the attention to detail is fabulous and my daughter has had fun jailing most of her toys today.",Verified Purchase,0,0,0,RMZ6J0XMJYXQC,none
427,B01AJPC9X6,3,4,AHHVMHWNP374CGZBY7TAPGRHTHNA,26 October 2017,One very happy 4 year old son,"One very happy 4 year old son. Perhaps too many small bits for him, but he's at the bottom end of the recommended age range.",Verified Purchase,0,0,0,RK16A82X3ABW2,none
428,B01AJPC9X6,3,4,AEZTCNBZT547WPTADKIQDBJP4VOA,26 September 2017,Very good toy. Delivery was prompt,"Bought for grandson, who loved it. A bit fiddly to put together, but lots of interesting detail.",Verified Purchase,0,0,0,R1GGXR94EUDXAZ,none
429,B01AJPC9X6,3,5,AFXIQS5DBFGFIDBWYBMD6MJGW2GA,3 December 2017,Five Stars,very pleased with this toy post and packing no problems regarding this purchase,Verified Purchase,0,0,0,R2BXR8L78UQWCN,none
430,B01AJPC9X6,3,4,AEPRNPYOEQFJQMXPHYUR76ZSWXBA,26 January 2018,Delicate but awesome,Kids love it however the aerials keep falling off . Quite delicate and took 3/4 hours to build 😵,Verified Purchase,0,1,0,R1Q8FGE2E2VQ5V,none
431,B01AJPC9X6,3,5,AHFH2J3IRU6DRXXOFY2KD7JTFJVA,25 December 2017,My daughter loves this. The quality of Playmobil toys ...,My daughter loves this.,Verified Purchase,0,0,0,RLVOM7D80QR5P,none
432,B01AJPC9X6,3,5,AEKI4DKJ6KOUFHXNRSFP2DCF4SSA,5 October 2017,Brilliant action station,My Grandson loved this. It was so much bigger than I expected. He's had lots of fun building it and playing with it.,Verified Purchase,0,0,0,R5UGFSDZ78HM4,none
433,B01AJPC9X6,3,5,AHZQLQE25DMUR2D7KKWP3QV5LDCQ,4 February 2018,Five Stars,Great set takes a while to build but my 6 year old loves it,Verified Purchase,0,0,0,R27BEKIS9EXD2K,none
434,B01AJPC9X6,3,5,AGDRZGE6IQUPAM2HXDQEA4JGMLUA,22 December 2017,Five Stars,"As requested by a 4 year old , bought for christmas present",Verified Purchase,0,0,0,R3173NYUBGM0CQ,none
435,B01AJPC9X6,3,5,AH4P5EVNES36XOESGIFUQMXNVS2A,23 January 2018,Very happy 5 year old!,My son absolutely loves this set.  It is really big,Verified Purchase,0,0,0,R2VOX9VEU1O0VV,none
436,B00O4E4040,4,4,AEYQ4PHSR7NJ7VSTNZI66P4M6UVA,5 January 2018,Four Stars,A,Verified Purchase,0,0,0,RUL1W9M9MDN2K,none
437,B00O4E4040,4,5,AEC3XW6DQBKNRKZYSVPMSFOPL7QA,24 February 2017,Five Stars,Very good product.,Verified Purchase,0,0,0,R2A43D5X6APO23,none
